Text,Entities
Google 2024 Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 17}]"
2024 OpenAI John.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 16}]"
Microsoft Paris.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 15}]"
John 2022 Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 14}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
New York 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 13}]"
Boston Paris Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Microsoft Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 16}]"
Google Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 12}]"
OpenAI January 2023 Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 19}, {'entity': 'ORG', 'start': 20, 'end': 25}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
Amazon John Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 17}]"
Boston January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 19}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
"March 15, 2021 2022 March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 19}, {'entity': 'DATE', 'start': 20, 'end': 34}]"
Sara OpenAI David.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 17}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
"March 15, 2021 San Francisco Amazon.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 28}, {'entity': 'ORG', 'start': 29, 'end': 35}]"
Google January 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 19}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
2024 Paris London.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 17}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
"John March 15, 2021 David.","[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}, {'entity': 'PERSON', 'start': 20, 'end': 25}]"
"Google March 15, 2021.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 21}]"
Sara New York Microsoft.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 23}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
"March 15, 2021 Paris.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 20}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
San Francisco San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 27}]"
2024 Paris.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}]"
Sara 2023 2024.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}, {'entity': 'DATE', 'start': 10, 'end': 14}]"
2022 Sara.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}]"
Boston New York Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 15}, {'entity': 'LOC', 'start': 16, 'end': 21}]"
Sara Paris Google.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}, {'entity': 'ORG', 'start': 11, 'end': 17}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
New York Google Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'ORG', 'start': 9, 'end': 15}, {'entity': 'LOC', 'start': 16, 'end': 21}]"
2024 Microsoft.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 14}]"
"2023 March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}]"
January 2023 Google.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
Sara 2022.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Tesla New York.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 14}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
OpenAI Paris Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 18}]"
OpenAI Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}]"
Michael Tesla London.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'ORG', 'start': 8, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 20}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
2024 Emma Paris.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 15}]"
Alice Michael Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 19}]"
2024 2022 John.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 14}]"
Amazon Emma.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
San Francisco January 2023 Google.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 26}, {'entity': 'ORG', 'start': 27, 'end': 33}]"
Michael Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'LOC', 'start': 8, 'end': 13}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
Boston Sara.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}]"
Paris Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 11}]"
Sara January 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 17}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
OpenAI Boston.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Google London Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 19}]"
Paris San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 19}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
Michael New York.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'LOC', 'start': 8, 'end': 16}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Tesla New York Michael.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 22}]"
Tesla Tesla John.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 16}]"
Sara Boston.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}]"
Amazon 2023 Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 17}]"
San Francisco 2024 2024.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 18}, {'entity': 'DATE', 'start': 19, 'end': 23}]"
Boston OpenAI.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
2024 Paris Google.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}, {'entity': 'ORG', 'start': 11, 'end': 17}]"
San Francisco Google.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}]"
January 2023 2023 London.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}, {'entity': 'LOC', 'start': 18, 'end': 24}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
Microsoft San Francisco.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 23}]"
Tesla Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 11}]"
"January 2023 March 15, 2021 OpenAI.","[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 27}, {'entity': 'ORG', 'start': 28, 'end': 34}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
2023 Paris.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
London New York Emma.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 15}, {'entity': 'PERSON', 'start': 16, 'end': 20}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Michael Michael Boston.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'PERSON', 'start': 8, 'end': 15}, {'entity': 'LOC', 'start': 16, 'end': 22}]"
Amazon New York Paris.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 15}, {'entity': 'LOC', 'start': 16, 'end': 21}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
January 2023 Boston Michael.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 19}, {'entity': 'PERSON', 'start': 20, 'end': 27}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Emma 2022.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
London OpenAI.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}]"
Boston 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
David Emma Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}, {'entity': 'PERSON', 'start': 11, 'end': 15}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
San Francisco Emma Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 18}, {'entity': 'ORG', 'start': 19, 'end': 25}]"
Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
"Amazon March 15, 2021.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 21}]"
New York San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 22}]"
Boston London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}]"
London London January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 26}]"
Amazon OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}]"
Tesla San Francisco.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 19}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
"March 15, 2021 Boston January 2023.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 21}, {'entity': 'DATE', 'start': 22, 'end': 34}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
New York Sara.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'PERSON', 'start': 9, 'end': 13}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Amazon Michael John.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 19}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
2024 Alice.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}]"
2022 Google.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
New York New York Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 17}, {'entity': 'LOC', 'start': 18, 'end': 24}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
John Alice David.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}, {'entity': 'PERSON', 'start': 11, 'end': 16}]"
January 2023 Emma.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 17}]"
San Francisco Microsoft.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 23}]"
OpenAI 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
"Google March 15, 2021 Paris.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 21}, {'entity': 'LOC', 'start': 22, 'end': 27}]"
Tesla January 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 18}]"
Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}]"
Emma Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}]"
OpenAI John.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Google Sara Sara.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 16}]"
January 2023 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}]"
2022 OpenAI.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
"Amazon London March 15, 2021.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 28}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
"Tesla March 15, 2021.","[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 20}]"
OpenAI John 2022.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 16}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
"March 15, 2021 OpenAI.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
Emma Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}]"
January 2023 Paris San Francisco.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 18}, {'entity': 'LOC', 'start': 19, 'end': 32}]"
Paris Sara London.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 17}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
"2022 March 15, 2021 Boston.","[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}, {'entity': 'LOC', 'start': 20, 'end': 26}]"
"March 15, 2021 New York.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 23}]"
"March 15, 2021 Microsoft Sara.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 24}, {'entity': 'PERSON', 'start': 25, 'end': 29}]"
San Francisco OpenAI.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}]"
2022 Boston.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}]"
Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
2022 Boston.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
"Google March 15, 2021.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 21}]"
John Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}]"
London January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 19}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
Tesla John January 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}, {'entity': 'DATE', 'start': 11, 'end': 23}]"
OpenAI Paris Sara.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 17}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Sara Boston.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}]"
New York David New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'PERSON', 'start': 9, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 23}]"
Alice San Francisco.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 19}]"
Amazon January 2023 Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 19}, {'entity': 'ORG', 'start': 20, 'end': 26}]"
Paris Emma.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Sara OpenAI San Francisco.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 25}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
Sara 2022.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
2022 David.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}]"
Tesla Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}]"
"2022 March 15, 2021 2022.","[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}, {'entity': 'DATE', 'start': 20, 'end': 24}]"
Michael 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'DATE', 'start': 8, 'end': 12}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
New York Google 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'ORG', 'start': 9, 'end': 15}, {'entity': 'DATE', 'start': 16, 'end': 20}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Tesla Emma.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
2022 David Amazon.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}, {'entity': 'ORG', 'start': 11, 'end': 17}]"
2024 OpenAI New York.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 20}]"
Amazon Google 2022.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 18}]"
John Boston Amazon.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 18}]"
John Google.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
January 2023 2023 Tesla.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}, {'entity': 'ORG', 'start': 18, 'end': 23}]"
John Microsoft Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 20}]"
Emma OpenAI London.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
San Francisco Boston John.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 20}, {'entity': 'PERSON', 'start': 21, 'end': 25}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
David Michael.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 13}]"
Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
2024 2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
Boston Paris London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 19}]"
Microsoft 2023 Paris.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'DATE', 'start': 10, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 20}]"
Amazon David London.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 19}]"
"John Boston March 15, 2021.","[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 26}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
John Tesla.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 10}]"
San Francisco Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'LOC', 'start': 14, 'end': 20}]"
